TEAM_NAME,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Offense Four Factors_eFG%,Offense Four Factors_TOV%,Offense Four Factors_ORB%,Offense Four Factors_FT/FGA,Defense Four Factors_eFG%,Defense Four Factors_TOV%,Defense Four Factors_DRB%,Defense Four Factors_FT/FGA,Is_Playoff,Season_Year,Target_Top4,Target_Top2,Target_Champ,Has_Top5_MVP,All_NBA_Count,Conference,Age_Diff,Age_Rank,Post_ORtg,Post_DRtg,Post_NRtg,Post_TS_PCT,Team_3PM_per100,Team_AST_per100,Team_TOV_per100,Opp_FG_PCT,Opp_FG3_PCT,Opp_TOV_forced,Clutch_Win_PCT,Post_AllStar_Win_PCT,Prev_Year_Playoff_Round,W_Rank,MOV_Rank,SRS_Rank,ORtg_Rank,NRtg_Rank,TS%_Rank,Post_ORtg_Rank,Post_NRtg_Rank,Post_TS_PCT_Rank,Team_3PM_per100_Rank,Team_AST_per100_Rank,Opp_TOV_forced_Rank,Clutch_Win_PCT_Rank,Post_AllStar_Win_PCT_Rank,DRtg_Rank,Post_DRtg_Rank,Team_TOV_per100_Rank,Opp_FG_PCT_Rank,Opp_FG3_PCT_Rank
Dallas Mavericks,28.9,51.0,31.0,54,28,4.54,0.16,4.7,111.1,106.1,5.0,90.2,0.318,0.215,0.554,0.502,12.3,26.7,0.259,0.474,11.7,75.0,0.252,1,2007,0,0,0,1,1,West,0.1120000000000018,1.0,108.9,102.8,6.0,0.558,6.6,22.9,13.8,0.443,0.349,13.3,0.535,0.552,1.0,10.0,10.0,10.0,8.0,10.0,8.0,8.0,7.0,8.0,18.0,17.0,29.0,16.0,13.0,9.0,7.0,5.0,4.0,4.0
Denver Nuggets,28.5,50.0,32.0,51,31,3.71,0.03,3.74,110.0,106.3,3.7,99.7,0.358,0.228,0.557,0.51,12.9,25.5,0.269,0.499,14.1,72.1,0.203,1,2007,0,0,0,0,0,West,0.2879999999999967,2.0,112.8,107.2,5.6,0.584,6.8,24.3,14.4,0.457,0.363,16.1,0.568,0.6,1.0,11.0,11.0,11.0,11.0,11.0,6.0,3.0,9.0,4.0,16.0,7.0,6.0,10.0,10.0,10.0,14.0,8.0,14.0,16.0
Toronto Raptors,26.3,41.0,41.0,49,33,2.9,-0.44,2.47,110.2,107.0,3.2,90.2,0.247,0.217,0.551,0.511,11.4,23.4,0.2,0.505,13.5,75.0,0.205,1,2007,0,0,0,0,0,East,2.487999999999996,17.0,108.2,106.6,1.6,0.552,7.6,25.9,12.7,0.458,0.368,15.2,0.389,0.419,1.0,15.0,12.0,12.0,9.0,12.0,9.0,10.0,14.0,12.0,11.0,3.0,12.0,25.0,21.0,13.0,13.0,1.0,15.0,19.0
Golden State Warriors,25.5,48.0,34.0,47,35,2.21,0.17,2.38,111.8,109.5,2.3,98.8,0.276,0.295,0.548,0.511,11.5,27.2,0.208,0.509,14.7,70.3,0.258,0,2007,0,0,0,0,0,West,3.2879999999999967,23.0,110.1,108.2,1.9,0.545,9.2,22.2,13.1,0.468,0.368,16.8,0.591,0.533,1.0,12.0,13.0,13.0,4.0,13.0,10.0,7.0,12.0,13.0,3.0,19.0,3.0,7.0,14.0,22.0,19.0,3.0,24.0,19.0
Philadelphia 76ers,25.3,40.0,42.0,42,40,0.41,-0.23,0.19,106.4,106.0,0.4,90.4,0.321,0.143,0.522,0.482,13.4,31.8,0.227,0.504,15.1,72.0,0.205,1,2007,0,0,0,0,0,East,3.487999999999996,25.0,107.1,105.3,1.8,0.532,4.0,22.2,15.6,0.461,0.36,17.1,0.548,0.586,0.0,17.0,14.0,14.0,18.0,14.0,22.0,16.0,13.0,21.0,28.0,19.0,2.0,13.0,12.0,8.0,10.0,19.0,17.0,13.0
Washington Wizards,27.2,43.0,39.0,40,42,-0.33,-0.28,-0.61,109.2,109.6,-0.4,89.5,0.297,0.241,0.535,0.489,12.5,28.9,0.233,0.513,13.5,72.8,0.217,1,2007,0,0,0,0,0,East,1.5879999999999974,11.0,108.1,109.1,-1.0,0.54,7.6,21.3,14.4,0.461,0.386,15.3,0.475,0.6,1.0,14.0,15.0,17.0,12.0,15.0,16.0,11.0,17.0,17.0,11.0,26.0,10.0,18.0,10.0,24.0,21.0,8.0,17.0,28.0
Cleveland Cavaliers,27.1,45.0,37.0,40,42,-0.35,-0.17,-0.53,106.0,106.4,-0.4,90.2,0.308,0.231,0.52,0.48,13.1,30.4,0.221,0.494,12.9,75.9,0.24,1,2007,1,1,0,1,1,East,1.6879999999999953,12.0,104.2,102.6,1.6,0.518,7.3,21.8,15.2,0.455,0.357,14.5,0.636,0.533,1.0,13.0,16.0,16.0,19.0,15.0,25.0,24.0,14.0,26.0,13.0,22.0,18.0,4.0,14.0,11.0,6.0,14.0,11.0,9.0
Portland Trail Blazers,24.1,41.0,41.0,38,44,-0.98,0.45,-0.52,107.3,108.4,-1.1,87.9,0.281,0.218,0.532,0.489,12.6,26.8,0.216,0.491,12.1,71.8,0.212,0,2007,0,0,0,0,0,West,4.687999999999995,30.0,104.5,107.6,-3.1,0.523,7.3,23.5,14.3,0.451,0.356,13.9,0.605,0.433,0.0,15.0,17.0,15.0,14.0,17.0,18.0,22.0,21.0,24.0,13.0,11.0,23.0,5.0,20.0,17.0,17.0,7.0,8.0,8.0
Indiana Pacers,26.7,36.0,46.0,37,45,-1.4,-0.46,-1.87,106.0,107.5,-1.5,97.7,0.292,0.289,0.54,0.498,13.5,24.4,0.224,0.498,14.1,73.9,0.271,0,2007,0,0,0,0,0,East,2.0879999999999974,14.0,107.2,105.9,1.3,0.554,9.3,23.0,15.2,0.454,0.386,16.0,0.4,0.517,0.0,20.0,18.0,19.0,19.0,18.0,13.0,14.0,16.0,11.0,2.0,15.0,7.0,23.0,16.0,15.0,11.0,14.0,10.0,28.0
Atlanta Hawks,24.2,37.0,45.0,36,46,-1.82,-0.41,-2.23,106.9,108.9,-2.0,91.1,0.34,0.165,0.535,0.483,14.0,29.7,0.263,0.501,12.9,71.7,0.217,1,2007,0,0,0,0,0,East,4.587999999999997,29.0,108.4,110.6,-2.2,0.558,5.0,23.6,16.0,0.463,0.362,14.7,0.467,0.469,0.0,19.0,19.0,20.0,16.0,19.0,16.0,9.0,18.0,8.0,27.0,10.0,15.0,20.0,18.0,18.0,25.0,25.0,21.0,14.0
Sacramento Kings,27.3,38.0,44.0,35,47,-2.26,0.4,-1.86,107.5,109.9,-2.4,94.7,0.346,0.208,0.556,0.503,14.8,25.2,0.276,0.51,13.9,71.7,0.256,0,2007,0,0,0,0,0,West,1.487999999999996,10.0,107.2,109.7,-2.5,0.568,6.4,19.8,16.6,0.466,0.373,15.8,0.545,0.484,0.0,18.0,20.0,18.0,13.0,20.0,7.0,14.0,19.0,6.0,21.0,28.0,8.0,15.0,17.0,25.0,23.0,29.0,22.0,24.0
Chicago Bulls,25.7,33.0,49.0,32,50,-3.09,-0.11,-3.19,103.9,107.2,-3.3,93.0,0.296,0.19,0.515,0.47,13.4,28.9,0.223,0.496,14.2,73.1,0.258,0,2007,0,0,0,0,0,East,3.0879999999999974,21.0,104.8,107.9,-3.1,0.539,6.1,23.4,15.4,0.453,0.375,16.2,0.395,0.4,1.0,22.0,21.0,21.0,26.0,21.0,29.0,19.0,21.0,18.0,23.0,12.0,5.0,24.0,22.0,14.0,18.0,16.0,9.0,25.0
Charlotte Bobcats,26.3,32.0,50.0,29,53,-4.38,-0.11,-4.49,104.6,109.4,-4.8,91.8,0.323,0.22,0.532,0.492,13.9,25.6,0.23,0.505,13.4,71.0,0.235,0,2007,0,0,0,0,0,East,2.487999999999996,17.0,104.6,107.5,-2.9,0.543,6.9,22.8,15.7,0.466,0.355,15.3,0.474,0.448,0.0,23.0,22.0,22.0,24.0,22.0,18.0,20.0,20.0,15.0,15.0,18.0,10.0,19.0,19.0,20.0,16.0,21.0,22.0,7.0
New Jersey Nets,27.4,34.0,48.0,27,55,-5.06,-0.09,-5.15,104.0,109.4,-5.4,91.5,0.347,0.222,0.528,0.481,14.2,26.6,0.255,0.497,12.7,73.8,0.271,0,2007,0,0,0,0,0,East,1.387999999999998,8.0,104.6,109.3,-4.7,0.544,6.5,25.1,16.0,0.456,0.369,14.3,0.548,0.379,1.0,21.0,23.0,23.0,25.0,23.0,20.0,20.0,23.0,14.0,19.0,5.0,21.0,13.0,24.0,20.0,22.0,25.0,12.0,21.0
Memphis Grizzlies,24.5,22.0,60.0,25,57,-6.21,0.45,-5.76,105.0,111.4,-6.4,95.3,0.311,0.264,0.539,0.5,14.0,23.8,0.225,0.521,12.2,73.4,0.196,0,2007,0,0,0,0,0,West,4.287999999999997,28.0,101.9,111.3,-9.4,0.525,7.8,19.8,15.7,0.48,0.364,13.8,0.361,0.267,0.0,27.0,24.0,24.0,22.0,24.0,14.0,27.0,27.0,23.0,9.0,28.0,25.0,26.0,25.0,28.0,26.0,21.0,28.0,17.0
New York Knicks,25.7,23.0,59.0,23,59,-6.61,0.06,-6.55,104.7,111.9,-7.2,91.6,0.31,0.215,0.518,0.475,13.4,28.6,0.226,0.518,12.1,72.7,0.229,0,2007,0,0,0,0,0,East,3.0879999999999974,21.0,103.3,111.9,-8.7,0.515,6.4,19.9,15.5,0.474,0.369,13.6,0.429,0.267,0.0,25.0,25.0,26.0,23.0,25.0,27.0,25.0,26.0,28.0,21.0,27.0,27.0,22.0,25.0,29.0,28.0,18.0,27.0,21.0
Minnesota Timberwolves,24.6,22.0,60.0,23,59,-6.78,0.52,-6.26,103.8,111.2,-7.4,91.9,0.248,0.185,0.518,0.484,13.6,27.5,0.183,0.513,12.9,73.6,0.269,0,2007,0,0,0,0,0,West,4.187999999999995,27.0,105.7,111.7,-6.1,0.541,5.8,21.4,15.6,0.472,0.357,14.5,0.25,0.387,0.0,27.0,26.0,25.0,27.0,26.0,27.0,18.0,24.0,16.0,25.0,25.0,18.0,28.0,23.0,27.0,27.0,19.0,26.0,9.0
Milwaukee Bucks,25.8,26.0,56.0,23,59,-6.89,-0.03,-6.92,105.3,112.8,-7.5,91.3,0.294,0.195,0.522,0.482,13.7,30.0,0.215,0.524,13.0,73.0,0.25,0,2007,0,0,0,0,0,East,2.987999999999996,20.0,104.5,113.1,-8.5,0.523,5.9,23.0,15.8,0.48,0.384,14.7,0.451,0.241,0.0,24.0,27.0,28.0,21.0,27.0,22.0,22.0,25.0,24.0,24.0,15.0,15.0,21.0,27.0,30.0,29.0,23.0,28.0,26.0
LA Clippers,28.5,23.0,59.0,21,61,-7.27,0.71,-6.56,101.2,109.1,-7.9,92.1,0.338,0.167,0.519,0.465,13.7,23.1,0.264,0.503,12.8,73.1,0.236,0,2007,0,0,0,0,0,West,0.2879999999999967,2.0,,,,,,,,,,,,,,25.0,28.0,27.0,28.0,28.0,26.0,,,,,,,,,19.0,,,,
Seattle SuperSonics,25.4,20.0,62.0,19,63,-8.76,0.72,-8.04,100.5,109.5,-9.0,96.3,0.265,0.134,0.509,0.467,14.3,26.8,0.204,0.503,11.9,73.7,0.215,0,2007,0,0,0,0,0,West,3.387999999999998,24.0,98.1,110.2,-12.1,0.512,3.9,21.8,16.3,0.461,0.385,13.5,0.351,0.226,0.0,29.0,30.0,29.0,29.0,29.0,30.0,28.0,29.0,29.0,29.0,22.0,28.0,27.0,28.0,22.0,24.0,27.0,17.0,27.0
Miami Heat,27.4,15.0,67.0,18,64,-8.65,0.11,-8.53,100.5,110.0,-9.5,90.2,0.3,0.217,0.522,0.482,14.4,22.1,0.218,0.51,13.6,71.9,0.245,0,2007,0,0,0,0,1,East,1.387999999999998,8.0,97.5,109.0,-11.5,0.517,6.5,21.8,15.9,0.468,0.369,15.5,0.227,0.2,1.0,30.0,29.0,30.0,29.0,30.0,22.0,29.0,28.0,27.0,19.0,22.0,9.0,29.0,29.0,26.0,20.0,24.0,24.0,21.0
Cleveland Cavaliers,26.6,66.0,16.0,65,17,8.93,-0.25,8.68,112.4,102.4,10.0,88.7,0.312,0.259,0.56,0.519,12.5,27.7,0.236,0.468,13.5,74.6,0.226,1,2008,0,0,0,1,1,East,2.187999999999996,13.0,109.0,100.4,8.6,0.555,8.9,22.5,14.1,0.431,0.333,15.4,0.719,0.839,1.0,1.0,1.0,1.0,4.0,1.0,4.0,5.0,2.0,9.0,3.0,13.0,10.0,2.0,1.0,3.0,3.0,6.0,1.0,1.0
Boston Celtics,27.8,62.0,20.0,61,21,7.51,-0.07,7.44,110.5,102.3,8.2,90.4,0.328,0.214,0.571,0.528,15.0,27.9,0.251,0.47,14.0,75.6,0.253,1,2008,1,1,1,1,2,East,0.987999999999996,6.0,108.0,102.7,5.3,0.572,7.1,24.6,16.9,0.431,0.349,15.8,0.622,0.667,1.0,3.0,3.0,2.0,5.0,2.0,2.0,8.0,6.0,2.0,14.0,2.0,9.0,7.0,6.0,2.0,7.0,27.0,1.0,5.0
Los Angeles Lakers,27.4,65.0,17.0,61,21,7.66,-0.55,7.11,112.8,104.7,8.1,94.3,0.299,0.217,0.555,0.513,12.3,29.4,0.23,0.49,14.2,73.0,0.213,1,2008,1,1,0,1,1,West,1.387999999999998,8.0,107.1,100.7,6.4,0.541,6.9,24.2,14.0,0.447,0.345,16.2,0.732,0.767,1.0,2.0,2.0,3.0,3.0,3.0,6.0,12.0,4.0,21.0,17.0,3.0,6.0,1.0,2.0,6.0,4.0,5.0,6.0,3.0
Orlando Magic,27.3,59.0,23.0,59,23,6.7,-0.21,6.48,109.2,101.9,7.3,92.3,0.351,0.335,0.559,0.52,13.4,24.0,0.251,0.465,12.3,75.9,0.209,1,2008,0,0,0,1,1,East,1.487999999999996,9.0,105.4,99.9,5.5,0.549,10.7,20.8,14.9,0.433,0.342,14.0,0.683,0.677,1.0,4.0,4.0,4.0,11.0,4.0,5.0,21.0,5.0,14.0,1.0,26.0,24.0,3.0,5.0,1.0,2.0,15.0,3.0,2.0
Portland Trail Blazers,24.0,54.0,28.0,56,26,5.34,-0.35,5.0,113.9,107.8,6.1,86.6,0.306,0.239,0.553,0.511,12.5,32.6,0.234,0.499,13.2,75.0,0.227,1,2008,0,0,0,0,0,West,4.787999999999997,29.0,111.5,102.1,9.4,0.556,8.2,22.9,14.5,0.46,0.374,14.9,0.619,0.733,0.0,5.0,5.0,5.0,1.0,5.0,8.0,2.0,1.0,8.0,6.0,12.0,14.0,8.0,3.0,13.0,6.0,11.0,17.0,18.0
Houston Rockets,27.9,53.0,29.0,53,29,4.0,-0.27,3.73,108.4,104.0,4.4,90.2,0.292,0.254,0.548,0.501,13.6,26.4,0.235,0.479,11.9,75.3,0.192,1,2008,0,0,0,0,0,West,0.8879999999999981,5.0,106.6,99.0,7.6,0.557,8.2,22.1,15.4,0.444,0.357,13.4,0.511,0.724,1.0,8.0,6.0,6.0,14.0,6.0,11.0,13.0,3.0,6.0,6.0,16.0,26.0,14.0,4.0,4.0,1.0,20.0,5.0,11.0
San Antonio Spurs,30.4,54.0,28.0,52,30,3.76,-0.4,3.36,108.5,104.3,4.2,88.4,0.251,0.248,0.548,0.513,11.7,22.1,0.191,0.487,11.7,78.0,0.191,1,2008,1,0,0,0,2,West,1.612000000000002,10.0,106.4,101.4,5.0,0.543,8.5,23.5,13.0,0.453,0.379,13.0,0.638,0.613,1.0,5.0,7.0,7.0,13.0,7.0,11.0,15.0,7.0,16.0,5.0,6.0,29.0,5.0,11.0,5.0,5.0,1.0,9.0,23.0
Denver Nuggets,27.7,54.0,28.0,50,32,3.41,-0.29,3.13,110.4,106.8,3.6,94.3,0.382,0.227,0.563,0.512,14.2,27.5,0.29,0.485,14.1,71.7,0.259,1,2008,0,0,0,0,0,West,1.0879999999999974,7.0,109.2,105.6,3.6,0.56,7.0,23.2,16.0,0.44,0.366,16.1,0.618,0.621,1.0,5.0,8.0,8.0,7.0,8.0,3.0,4.0,9.0,3.0,16.0,10.0,7.0,9.0,8.0,8.0,12.0,23.0,4.0,14.0
Utah Jazz,25.5,48.0,34.0,48,34,2.65,-0.34,2.31,110.1,107.3,2.8,93.1,0.355,0.169,0.554,0.504,13.6,28.2,0.274,0.505,15.0,72.7,0.262,1,2008,0,0,0,0,1,West,3.2879999999999967,24.0,106.6,104.8,1.8,0.55,5.0,25.9,15.5,0.464,0.361,16.9,0.5,0.621,1.0,11.0,9.0,9.0,8.0,9.0,7.0,13.0,11.0,13.0,27.0,1.0,3.0,15.0,8.0,10.0,9.0,22.0,20.0,12.0
Dallas Mavericks,29.0,50.0,32.0,47,35,1.98,-0.3,1.68,110.5,108.4,2.1,91.5,0.274,0.241,0.55,0.504,12.1,26.6,0.224,0.493,12.3,74.6,0.225,1,2008,0,0,0,0,1,West,0.2120000000000033,1.0,111.1,106.6,4.5,0.56,7.5,23.3,13.6,0.455,0.375,13.9,0.628,0.633,1.0,9.0,10.0,11.0,5.0,10.0,9.0,3.0,8.0,3.0,12.0,8.0,25.0,6.0,7.0,17.0,15.0,3.0,12.0,19.0
Phoenix Suns,29.5,46.0,36.0,46,36,1.93,-0.31,1.62,113.6,111.6,2.0,96.0,0.336,0.216,0.584,0.545,14.4,27.7,0.25,0.511,12.8,71.7,0.233,0,2008,0,0,0,0,2,West,0.7120000000000033,4.0,116.1,112.5,3.6,0.592,6.9,23.9,16.1,0.467,0.383,14.6,0.558,0.581,1.0,13.0,11.0,12.0,2.0,11.0,1.0,1.0,9.0,1.0,17.0,4.0,19.0,11.0,13.0,26.0,29.0,25.0,22.0,25.0
Atlanta Hawks,25.8,47.0,35.0,46,36,1.57,0.13,1.7,109.3,107.6,1.7,89.6,0.323,0.253,0.546,0.504,12.5,26.0,0.238,0.494,13.2,71.6,0.21,1,2008,0,0,0,0,0,East,2.987999999999996,19.0,106.1,104.9,1.2,0.541,8.0,22.3,14.1,0.454,0.353,15.1,0.615,0.533,1.0,12.0,12.0,10.0,10.0,12.0,14.0,17.0,14.0,21.0,9.0,14.0,11.0,10.0,15.0,11.0,10.0,6.0,10.0,7.0
New Orleans Hornets,28.2,49.0,33.0,46,36,1.55,-0.14,1.41,108.7,107.0,1.7,87.8,0.288,0.24,0.548,0.501,12.5,24.6,0.232,0.496,13.2,74.9,0.23,1,2008,0,0,0,1,1,West,0.5879999999999974,2.0,106.0,105.1,0.8,0.543,7.6,22.0,14.1,0.45,0.354,14.9,0.646,0.594,1.0,10.0,13.0,13.0,12.0,12.0,11.0,18.0,15.0,16.0,11.0,19.0,14.0,4.0,12.0,9.0,11.0,6.0,7.0,8.0
Miami Heat,25.6,43.0,39.0,42,40,0.26,0.23,0.49,107.8,107.6,0.2,89.9,0.282,0.245,0.54,0.5,12.1,24.6,0.212,0.501,14.5,72.9,0.251,1,2008,0,0,0,0,0,East,3.187999999999996,23.0,107.8,107.7,0.0,0.553,7.7,22.1,13.6,0.455,0.389,16.5,0.531,0.5,0.0,14.0,14.0,14.0,20.0,14.0,21.0,9.0,16.0,10.0,10.0,16.0,4.0,13.0,16.0,11.0,20.0,3.0,12.0,27.0
Philadelphia 76ers,26.1,41.0,41.0,41,41,0.07,0.09,0.16,107.9,107.8,0.1,90.0,0.339,0.164,0.532,0.485,13.4,31.3,0.253,0.507,14.9,71.4,0.216,1,2008,0,0,0,0,0,East,2.687999999999996,18.0,107.6,108.9,-1.3,0.537,4.5,21.9,15.4,0.462,0.367,17.0,0.553,0.452,1.0,15.0,15.0,15.0,19.0,15.0,24.0,10.0,19.0,23.0,28.0,20.0,2.0,12.0,18.0,13.0,23.0,20.0,18.0,16.0
Chicago Bulls,24.9,41.0,41.0,40,42,-0.28,0.12,-0.16,108.4,108.7,-0.3,93.1,0.3,0.189,0.541,0.493,13.3,28.0,0.239,0.493,13.1,70.9,0.238,1,2008,0,0,0,0,0,East,3.887999999999998,27.0,108.9,107.6,1.3,0.557,6.3,22.2,15.3,0.458,0.347,15.1,0.478,0.621,0.0,15.0,16.0,16.0,14.0,16.0,20.0,6.0,13.0,6.0,22.0,15.0,11.0,17.0,8.0,18.0,19.0,19.0,14.0,4.0
Detroit Pistons,28.2,39.0,43.0,40,42,-0.49,0.13,-0.36,107.4,108.0,-0.6,86.7,0.282,0.165,0.524,0.483,11.7,27.9,0.212,0.485,11.7,74.0,0.248,1,2008,1,0,0,0,0,East,0.5879999999999974,2.0,105.5,106.7,-1.2,0.52,5.2,23.1,13.3,0.451,0.354,13.2,0.482,0.387,1.0,17.0,17.0,17.0,21.0,17.0,27.0,20.0,18.0,28.0,25.0,11.0,28.0,16.0,20.0,16.0,16.0,2.0,8.0,8.0
Indiana Pacers,26.5,36.0,46.0,38,44,-1.11,0.35,-0.76,108.1,109.2,-1.1,96.5,0.267,0.244,0.545,0.501,13.1,25.4,0.215,0.499,12.7,74.5,0.271,0,2008,0,0,0,0,0,East,2.2879999999999967,15.0,107.2,105.8,1.4,0.547,8.1,22.1,14.8,0.458,0.375,14.3,0.429,0.536,0.0,18.0,19.0,18.0,17.0,18.0,15.0,11.0,12.0,15.0,8.0,16.0,22.0,21.0,14.0,19.0,13.0,14.0,14.0,19.0
Milwaukee Bucks,26.3,34.0,48.0,38,44,-1.09,0.21,-0.88,106.7,107.9,-1.2,92.6,0.306,0.208,0.531,0.483,13.1,27.8,0.239,0.503,15.6,74.0,0.315,0,2008,0,0,0,0,0,East,2.487999999999996,16.0,102.1,106.2,-4.1,0.521,6.6,23.3,14.9,0.458,0.378,17.5,0.447,0.296,0.0,20.0,18.0,19.0,23.0,19.0,25.0,28.0,24.0,27.0,20.0,8.0,1.0,19.0,26.0,15.0,14.0,15.0,14.0,22.0
Charlotte Bobcats,25.8,35.0,47.0,37,45,-1.27,0.07,-1.2,104.7,106.1,-1.4,88.3,0.312,0.213,0.536,0.494,15.1,27.7,0.231,0.498,14.4,73.0,0.229,0,2008,0,0,0,0,0,East,2.987999999999996,19.0,103.6,104.2,-0.7,0.543,6.6,23.5,17.3,0.454,0.366,16.3,0.38,0.467,0.0,19.0,20.0,20.0,27.0,20.0,22.0,25.0,17.0,16.0,20.0,6.0,5.0,24.0,17.0,7.0,8.0,29.0,10.0,14.0
New York Knicks,25.7,32.0,50.0,34,48,-2.61,0.28,-2.33,108.1,110.8,-2.7,96.7,0.268,0.322,0.544,0.503,12.9,24.4,0.21,0.52,13.0,72.7,0.215,0,2008,0,0,0,0,0,East,3.0879999999999974,21.0,106.4,108.5,-2.1,0.543,10.2,21.5,14.6,0.48,0.351,14.7,0.388,0.367,0.0,23.0,22.0,22.0,17.0,21.0,16.0,15.0,20.0,16.0,2.0,24.0,18.0,23.0,21.0,23.0,22.0,12.0,27.0,6.0
New Jersey Nets,25.7,34.0,48.0,34,48,-2.44,0.13,-2.31,108.3,111.0,-2.7,89.9,0.303,0.265,0.543,0.497,12.7,25.2,0.236,0.509,13.0,73.5,0.272,0,2008,0,0,0,0,0,East,3.0879999999999974,21.0,106.0,109.8,-3.8,0.551,8.7,21.7,14.3,0.462,0.391,14.6,0.432,0.345,0.0,20.0,21.0,21.0,16.0,21.0,17.0,18.0,23.0,11.0,4.0,22.0,19.0,20.0,23.0,24.0,24.0,9.0,18.0,28.0
Toronto Raptors,27.0,33.0,49.0,33,49,-2.82,0.28,-2.54,107.0,110.0,-3.0,92.0,0.279,0.193,0.542,0.494,12.8,24.0,0.23,0.511,12.6,73.7,0.202,0,2008,0,0,0,0,0,East,1.7879999999999967,11.0,104.6,108.2,-3.7,0.532,6.2,23.8,14.3,0.465,0.367,14.2,0.465,0.444,1.0,22.0,23.0,23.0,22.0,23.0,18.0,23.0,22.0,26.0,23.0,5.0,23.0,18.0,19.0,22.0,21.0,9.0,21.0,16.0
Golden State Warriors,25.0,29.0,53.0,31,51,-3.74,-0.06,-3.8,109.5,113.3,-3.8,98.2,0.339,0.209,0.549,0.497,12.9,26.1,0.268,0.508,12.9,68.1,0.251,0,2008,0,0,0,0,0,West,3.7879999999999967,26.0,108.1,111.8,-3.6,0.559,6.7,20.7,14.6,0.468,0.38,14.9,0.396,0.357,0.0,24.0,24.0,24.0,9.0,24.0,10.0,7.0,21.0,5.0,19.0,27.0,14.0,22.0,22.0,28.0,28.0,12.0,23.0,24.0
Minnesota Timberwolves,25.4,24.0,58.0,27,55,-4.91,0.18,-4.74,106.1,111.4,-5.3,91.6,0.289,0.227,0.526,0.481,13.3,27.7,0.222,0.515,12.0,75.0,0.254,0,2008,0,0,0,0,0,West,3.387999999999998,25.0,103.0,110.8,-7.8,0.535,7.1,21.9,15.2,0.474,0.377,13.4,0.37,0.226,0.0,25.0,25.0,25.0,24.0,25.0,26.0,26.0,29.0,25.0,14.0,20.0,26.0,26.0,28.0,25.0,25.0,18.0,25.0,21.0
Memphis Grizzlies,23.3,24.0,58.0,26,56,-5.46,0.24,-5.23,103.5,109.5,-6.0,90.1,0.329,0.175,0.533,0.486,14.8,25.8,0.249,0.515,14.1,73.5,0.247,0,2008,0,0,0,0,0,West,5.487999999999996,30.0,102.2,107.5,-5.3,0.542,5.3,18.9,16.6,0.473,0.355,15.9,0.342,0.3,0.0,25.0,26.0,26.0,28.0,26.0,23.0,27.0,25.0,20.0,24.0,29.0,8.0,27.0,25.0,21.0,18.0,26.0,24.0,10.0
Oklahoma City Thunder,24.5,23.0,59.0,24,58,-6.1,0.06,-6.04,102.9,109.4,-6.5,93.6,0.308,0.141,0.521,0.471,14.8,28.6,0.242,0.514,13.0,73.9,0.216,0,2008,0,0,0,0,0,West,4.287999999999997,28.0,99.5,106.8,-7.3,0.516,4.2,21.2,17.0,0.475,0.364,14.5,0.372,0.345,0.0,27.0,27.0,27.0,29.0,27.0,29.0,29.0,27.0,29.0,29.0,25.0,21.0,25.0,23.0,20.0,17.0,28.0,26.0,13.0
Washington Wizards,26.9,19.0,63.0,21,61,-7.46,0.48,-6.98,105.4,113.6,-8.2,91.0,0.293,0.18,0.524,0.48,13.2,27.7,0.224,0.533,13.3,71.4,0.227,0,2008,0,0,0,0,0,East,1.887999999999998,12.0,104.1,111.5,-7.4,0.536,5.2,21.7,15.1,0.482,0.387,15.0,0.3,0.276,1.0,28.0,28.0,28.0,26.0,28.0,27.0,24.0,28.0,24.0,25.0,22.0,13.0,28.0,27.0,29.0,26.0,17.0,28.0,26.0
Sacramento Kings,26.3,17.0,65.0,19,63,-8.76,0.16,-8.6,105.5,114.7,-9.2,94.2,0.315,0.238,0.542,0.491,14.3,24.5,0.252,0.526,13.0,69.9,0.269,0,2008,0,0,0,0,0,West,2.487999999999996,16.0,105.1,111.5,-6.4,0.551,7.4,20.5,16.0,0.483,0.406,14.9,0.243,0.214,0.0,30.0,29.0,30.0,25.0,29.0,18.0,22.0,26.0,11.0,13.0,28.0,14.0,29.0,29.0,30.0,26.0,23.0,29.0,29.0
LA Clippers,26.6,19.0,63.0,18,64,-8.77,0.3,-8.47,102.3,111.7,-9.4,92.1,0.275,0.226,0.52,0.481,14.0,25.1,0.202,0.512,12.4,71.2,0.227,0,2008,0,0,0,0,0,West,2.187999999999996,13.0,,,,,,,,,,,,,,28.0,30.0,29.0,30.0,30.0,30.0,,,,,,,,,27.0,,,,
Orlando Magic,27.9,59.0,23.0,61,21,7.49,-0.37,7.12,111.4,103.3,8.1,92.0,0.34,0.35,0.573,0.536,13.6,24.6,0.246,0.477,12.2,77.4,0.205,1,2009,1,1,0,1,1,East,0.8879999999999981,6.0,114.7,100.8,13.9,0.592,11.0,21.2,15.2,0.438,0.363,13.8,0.529,0.821,1.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,23.0,25.0,15.0,1.0,3.0,4.0,17.0,1.0,21.0
