TEAM_NAME,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Offense Four Factors_eFG%,Offense Four Factors_TOV%,Offense Four Factors_ORB%,Offense Four Factors_FT/FGA,Defense Four Factors_eFG%,Defense Four Factors_TOV%,Defense Four Factors_DRB%,Defense Four Factors_FT/FGA,Is_Playoff,Season_Year,Target_Top4,Target_Top2,Target_Champ,Has_Top5_MVP,All_NBA_Count,Conference,Age_Diff,Age_Rank,Post_ORtg,Post_DRtg,Post_NRtg,Post_TS_PCT,Team_3PM_per100,Team_AST_per100,Team_TOV_per100,Opp_FG_PCT,Opp_FG3_PCT,Opp_TOV_forced,Clutch_Win_PCT,Post_AllStar_Win_PCT,Prev_Year_Playoff_Round,W_Rank,MOV_Rank,SRS_Rank,ORtg_Rank,NRtg_Rank,TS%_Rank,Post_ORtg_Rank,Post_NRtg_Rank,Post_TS_PCT_Rank,Team_3PM_per100_Rank,Team_AST_per100_Rank,Opp_TOV_forced_Rank,Clutch_Win_PCT_Rank,Post_AllStar_Win_PCT_Rank,DRtg_Rank,Post_DRtg_Rank,Team_TOV_per100_Rank,Opp_FG_PCT_Rank,Opp_FG3_PCT_Rank
LA Clippers,28.1,57.0,25.0,59,23,6.98,0.3,7.27,112.1,104.8,7.3,95.9,0.353,0.291,0.567,0.526,12.7,25.0,0.258,0.484,13.8,72.5,0.222,1,2013,0,0,0,1,2,West,0.6879999999999953,5.0,,,,,,,,,,,,,,3.0,2.0,2.0,1.0,2.0,4.0,,,,,,,,,9.0,,,,
Oklahoma City Thunder,26.2,59.0,23.0,58,24,6.34,0.32,6.66,110.5,103.9,6.6,95.4,0.303,0.271,0.566,0.52,14.0,26.5,0.244,0.488,13.9,75.6,0.221,1,2013,0,0,0,1,2,West,2.5879999999999974,15.0,109.1,104.4,4.7,0.569,8.3,22.6,15.8,0.436,0.358,15.7,0.581,0.593,1.0,2.0,3.0,3.0,6.0,3.0,5.0,4.0,6.0,6.0,14.0,15.0,11.0,6.0,12.0,6.0,11.0,17.0,3.0,13.0
Miami Heat,30.6,54.0,28.0,54,28,4.76,-0.61,4.15,110.9,105.8,5.1,91.2,0.3,0.292,0.59,0.554,14.6,20.6,0.228,0.511,15.8,73.0,0.212,1,2013,1,1,1,1,2,East,1.8120000000000047,9.0,108.2,102.4,5.8,0.579,8.7,24.3,15.9,0.457,0.362,18.0,0.558,0.548,1.0,5.0,5.0,7.0,5.0,4.0,1.0,6.0,3.0,1.0,12.0,6.0,1.0,8.0,15.0,11.0,7.0,20.0,14.0,17.0
Golden State Warriors,26.3,51.0,31.0,54,28,4.8,0.34,5.15,107.5,102.6,4.9,96.2,0.247,0.291,0.55,0.517,13.8,25.1,0.186,0.477,13.6,76.3,0.224,1,2013,0,0,0,0,0,West,2.487999999999996,12.0,107.4,100.6,6.8,0.556,9.6,23.8,15.5,0.436,0.344,15.3,0.558,0.69,1.0,8.0,4.0,4.0,12.0,5.0,10.0,9.0,2.0,11.0,5.0,11.0,16.0,8.0,4.0,4.0,3.0,14.0,3.0,2.0
Indiana Pacers,27.2,56.0,26.0,54,28,4.4,-0.77,3.63,104.1,99.3,4.8,92.5,0.29,0.235,0.535,0.49,14.3,24.9,0.226,0.46,12.9,76.8,0.197,1,2013,1,0,0,0,1,East,1.5879999999999974,8.0,100.2,102.3,-2.1,0.527,7.2,21.6,16.2,0.42,0.345,14.6,0.703,0.533,1.0,4.0,7.0,8.0,23.0,6.0,18.0,28.0,18.0,25.0,19.0,27.0,20.0,2.0,16.0,1.0,6.0,25.0,1.0,3.0
Houston Rockets,25.4,54.0,28.0,53,29,4.56,0.5,5.06,111.0,106.3,4.7,96.3,0.386,0.33,0.571,0.531,14.6,27.4,0.275,0.489,12.5,74.1,0.193,1,2013,0,0,0,0,0,West,3.387999999999998,21.0,110.2,104.9,5.3,0.574,9.7,21.8,16.5,0.443,0.353,14.3,0.571,0.621,1.0,5.0,6.0,5.0,4.0,7.0,2.0,2.0,4.0,2.0,2.0,23.0,24.0,7.0,9.0,13.0,14.0,28.0,6.0,8.0
Portland Trail Blazers,25.8,54.0,28.0,52,30,3.99,0.45,4.44,111.5,107.4,4.1,94.9,0.27,0.29,0.548,0.504,12.4,28.0,0.22,0.488,10.9,74.7,0.194,1,2013,0,0,0,0,0,West,2.987999999999996,18.0,107.4,103.0,4.4,0.546,9.7,24.0,14.2,0.451,0.355,12.4,0.638,0.621,0.0,5.0,8.0,6.0,2.0,8.0,11.0,9.0,8.0,15.0,2.0,9.0,29.0,4.0,9.0,16.0,9.0,5.0,10.0,10.0
Toronto Raptors,25.6,48.0,34.0,50,32,3.24,-0.69,2.55,108.8,105.3,3.5,91.8,0.306,0.285,0.545,0.498,13.2,27.2,0.239,0.493,14.1,74.9,0.237,1,2013,0,0,0,0,0,East,3.187999999999996,19.0,108.2,104.8,3.4,0.565,9.3,22.6,15.1,0.45,0.36,15.9,0.519,0.667,0.0,11.0,9.0,12.0,10.0,9.0,12.0,6.0,12.0,8.0,8.0,15.0,7.0,14.0,6.0,10.0,13.0,10.0,8.0,15.0
Phoenix Suns,26.2,48.0,34.0,48,34,2.63,0.39,3.02,109.5,106.7,2.8,95.8,0.293,0.3,0.558,0.519,14.0,26.4,0.222,0.496,13.9,73.7,0.237,0,2013,0,0,0,0,0,West,2.5879999999999974,15.0,107.7,104.7,3.0,0.566,9.6,19.6,15.8,0.456,0.341,15.8,0.52,0.581,0.0,11.0,11.0,10.0,8.0,10.0,7.0,8.0,13.0,7.0,5.0,29.0,8.0,13.0,13.0,15.0,12.0,17.0,12.0,1.0
Minnesota Timberwolves,26.3,40.0,42.0,48,34,2.67,0.43,3.1,108.9,106.2,2.7,97.3,0.321,0.245,0.535,0.486,12.2,27.4,0.249,0.518,14.8,74.4,0.177,0,2013,0,0,0,0,0,West,2.487999999999996,12.0,107.2,107.0,0.3,0.549,7.4,24.1,14.0,0.471,0.364,16.5,0.39,0.517,0.0,17.0,10.0,9.0,9.0,11.0,18.0,11.0,17.0,14.0,17.0,8.0,6.0,24.0,17.0,12.0,20.0,2.0,27.0,18.0
Dallas Mavericks,30.6,49.0,33.0,48,34,2.4,0.5,2.91,111.2,108.7,2.5,93.5,0.253,0.274,0.564,0.526,12.7,24.6,0.201,0.515,14.8,72.7,0.229,1,2013,0,0,0,0,0,West,1.8120000000000047,9.0,111.1,107.4,3.7,0.571,9.2,24.6,14.1,0.464,0.359,16.7,0.542,0.607,0.0,10.0,12.0,11.0,3.0,12.0,6.0,1.0,10.0,4.0,10.0,3.0,4.0,10.0,11.0,22.0,21.0,3.0,21.0,14.0
Chicago Bulls,28.6,48.0,34.0,47,35,1.85,-0.66,1.2,102.5,100.5,2.0,90.2,0.29,0.222,0.518,0.471,14.2,27.2,0.226,0.471,13.7,75.4,0.189,1,2013,0,0,0,0,0,East,0.1879999999999952,2.0,103.3,97.9,5.3,0.535,6.7,24.6,16.2,0.43,0.351,15.6,0.622,0.7,1.0,11.0,13.0,14.0,28.0,13.0,26.0,22.0,4.0,21.0,24.0,3.0,12.0,5.0,2.0,2.0,1.0,25.0,2.0,6.0
Memphis Grizzlies,28.5,50.0,32.0,46,36,1.57,0.61,2.18,106.3,104.6,1.7,89.9,0.248,0.171,0.529,0.494,13.1,28.3,0.184,0.497,13.8,75.7,0.199,1,2013,1,0,0,0,1,West,0.2879999999999967,3.0,105.6,102.0,3.6,0.543,5.4,24.0,15.0,0.45,0.355,15.5,0.673,0.7,1.0,9.0,14.0,13.0,15.0,14.0,21.0,16.0,11.0,18.0,29.0,9.0,14.0,3.0,2.0,7.0,5.0,8.0,8.0,10.0
Washington Wizards,26.3,44.0,38.0,45,37,1.27,-0.79,0.48,106.0,104.6,1.4,93.2,0.248,0.246,0.538,0.506,13.6,25.2,0.181,0.504,15.0,75.7,0.22,1,2013,0,0,0,0,0,East,2.487999999999996,12.0,106.6,102.6,4.0,0.553,8.2,24.3,15.3,0.458,0.347,16.7,0.457,0.633,0.0,14.0,15.0,15.0,16.0,15.0,15.0,14.0,9.0,13.0,15.0,6.0,4.0,18.0,8.0,7.0,8.0,13.0,16.0,4.0
Charlotte Bobcats,25.5,43.0,39.0,40,42,-0.22,-0.67,-0.89,103.6,103.8,-0.2,92.4,0.297,0.219,0.522,0.481,11.7,21.9,0.219,0.491,12.6,77.6,0.183,1,2013,0,0,0,0,0,East,3.2879999999999967,20.0,105.8,101.1,4.7,0.537,6.7,23.1,13.1,0.442,0.369,14.1,0.542,0.69,0.0,16.0,16.0,17.0,24.0,16.0,24.0,15.0,6.0,20.0,24.0,12.0,27.0,10.0,4.0,5.0,4.0,1.0,5.0,23.0
Atlanta Hawks,27.5,38.0,44.0,40,42,-0.48,-0.4,-0.88,105.9,106.4,-0.5,94.6,0.266,0.316,0.554,0.515,14.3,21.0,0.208,0.51,14.0,74.4,0.196,1,2013,0,0,0,0,0,East,1.2879999999999967,7.0,103.4,106.4,-2.9,0.557,9.7,25.9,15.9,0.462,0.365,15.8,0.429,0.419,1.0,18.0,17.0,16.0,18.0,17.0,9.0,21.0,19.0,9.0,2.0,2.0,8.0,21.0,19.0,14.0,18.0,20.0,20.0,19.0
New York Knicks,28.3,37.0,45.0,39,43,-0.79,-0.61,-1.4,108.3,109.1,-0.8,90.3,0.248,0.302,0.541,0.505,12.5,25.1,0.189,0.514,14.0,74.3,0.245,0,2013,0,0,0,1,1,East,0.487999999999996,4.0,108.4,107.7,0.7,0.557,10.0,21.7,14.1,0.458,0.371,15.8,0.436,0.567,1.0,19.0,18.0,18.0,11.0,18.0,14.0,5.0,16.0,9.0,1.0,25.0,8.0,20.0,14.0,24.0,22.0,3.0,16.0,25.0
Brooklyn Nets,30.0,44.0,38.0,38,44,-1.0,-0.58,-1.58,106.7,107.7,-1.0,91.4,0.313,0.301,0.555,0.514,14.1,21.7,0.236,0.509,14.9,72.3,0.236,1,2013,0,0,0,0,0,East,1.2120000000000033,6.0,106.7,105.6,1.1,0.572,9.3,22.4,15.5,0.458,0.367,16.9,0.526,0.645,1.0,14.0,19.0,20.0,14.0,19.0,8.0,12.0,14.0,3.0,8.0,18.0,2.0,12.0,7.0,18.0,15.0,14.0,16.0,21.0
Denver Nuggets,26.0,36.0,46.0,35,47,-2.15,0.75,-1.4,106.0,108.2,-2.2,98.1,0.306,0.278,0.536,0.497,14.0,27.5,0.222,0.5,12.8,74.5,0.233,0,2013,0,0,0,0,0,West,2.7879999999999967,17.0,102.7,106.5,-3.7,0.535,8.6,22.6,16.0,0.457,0.351,14.5,0.512,0.387,1.0,20.0,20.0,18.0,16.0,20.0,17.0,23.0,20.0,21.0,13.0,15.0,22.0,15.0,20.0,21.0,19.0,23.0,14.0,6.0
New Orleans Pelicans,24.3,34.0,48.0,33,49,-2.71,0.73,-1.98,107.2,110.1,-2.9,92.2,0.286,0.193,0.537,0.495,12.9,26.9,0.22,0.515,13.6,73.8,0.249,0,2013,0,0,0,0,0,West,4.487999999999996,29.0,104.8,109.5,-4.7,0.546,6.3,22.7,14.7,0.465,0.357,15.4,0.5,0.367,0.0,21.0,21.0,21.0,13.0,21.0,16.0,18.0,21.0,15.0,27.0,14.0,15.0,16.0,21.0,27.0,24.0,6.0,22.0,12.0
Sacramento Kings,24.9,28.0,54.0,33,49,-2.9,0.82,-2.08,105.7,108.8,-3.1,94.4,0.331,0.218,0.532,0.484,13.9,27.8,0.251,0.512,12.7,76.6,0.234,0,2013,0,0,0,0,0,West,3.887999999999998,23.0,101.3,106.2,-5.0,0.526,6.3,19.7,15.9,0.461,0.38,14.2,0.357,0.345,0.0,24.0,22.0,22.0,20.0,22.0,20.0,26.0,22.0,26.0,27.0,28.0,25.0,26.0,22.0,23.0,16.0,20.0,19.0,28.0
Cleveland Cavaliers,24.9,33.0,49.0,32,50,-3.29,-0.57,-3.86,104.2,107.7,-3.5,93.1,0.268,0.236,0.518,0.479,13.0,27.2,0.201,0.508,13.0,75.8,0.199,0,2013,0,0,0,0,0,East,3.887999999999998,23.0,105.4,104.3,1.0,0.542,7.5,22.3,14.9,0.452,0.367,14.7,0.452,0.448,0.0,22.0,23.0,23.0,21.0,23.0,26.0,17.0,15.0,19.0,16.0,19.0,19.0,19.0,18.0,18.0,10.0,7.0,11.0,21.0
Detroit Pistons,24.7,29.0,53.0,31,51,-3.66,-0.48,-4.13,105.9,109.7,-3.8,94.9,0.296,0.222,0.514,0.482,12.9,31.4,0.199,0.52,13.8,73.4,0.218,0,2013,0,0,0,0,0,East,4.087999999999997,25.0,103.9,111.9,-8.0,0.512,6.4,21.8,15.2,0.47,0.365,15.6,0.385,0.233,0.0,23.0,24.0,24.0,18.0,24.0,29.0,19.0,27.0,28.0,26.0,23.0,12.0,25.0,25.0,25.0,27.0,11.0,26.0,19.0
Boston Celtics,25.4,25.0,57.0,28,54,-4.46,-0.51,-4.97,102.9,107.7,-4.8,93.3,0.248,0.251,0.517,0.477,14.2,27.4,0.193,0.505,13.4,74.2,0.227,0,2013,0,0,0,0,0,East,3.387999999999998,21.0,101.7,109.0,-7.3,0.521,7.4,22.3,16.3,0.465,0.347,15.1,0.306,0.214,1.0,26.0,25.0,25.0,27.0,25.0,28.0,25.0,25.0,27.0,17.0,19.0,17.0,28.0,26.0,18.0,23.0,27.0,22.0,4.0
Orlando Magic,24.6,23.0,59.0,26,56,-5.44,-0.44,-5.88,101.7,107.4,-5.7,93.6,0.253,0.235,0.525,0.487,13.9,22.4,0.193,0.504,13.0,75.5,0.211,0,2013,0,0,0,0,0,East,4.187999999999995,27.0,100.6,106.3,-5.6,0.529,7.2,22.0,15.6,0.456,0.371,14.6,0.333,0.25,0.0,28.0,26.0,27.0,29.0,26.0,22.0,27.0,23.0,24.0,19.0,21.0,20.0,27.0,24.0,16.0,17.0,16.0,12.0,25.0
Los Angeles Lakers,26.8,27.0,55.0,25,57,-6.29,0.96,-5.33,104.2,110.6,-6.4,98.7,0.263,0.291,0.542,0.505,13.7,20.2,0.199,0.513,12.4,71.0,0.192,0,2013,0,0,0,1,2,West,1.987999999999996,11.0,103.9,111.8,-7.8,0.555,9.5,24.5,15.2,0.468,0.361,14.2,0.421,0.31,1.0,25.0,27.0,26.0,21.0,27.0,13.0,19.0,26.0,12.0,7.0,5.0,25.0,22.0,23.0,28.0,26.0,11.0,24.0,16.0
Utah Jazz,24.5,25.0,57.0,22,60,-7.17,0.91,-6.27,103.5,111.3,-7.8,91.4,0.271,0.237,0.523,0.484,13.9,25.5,0.202,0.518,12.1,74.5,0.227,0,2013,0,0,0,0,0,West,4.287999999999997,28.0,102.2,112.1,-10.0,0.531,7.1,21.9,15.8,0.473,0.376,13.6,0.475,0.2,0.0,26.0,28.0,28.0,25.0,28.0,23.0,24.0,28.0,23.0,21.0,22.0,28.0,17.0,27.0,29.0,28.0,17.0,29.0,27.0
Milwaukee Bucks,24.7,15.0,67.0,20,62,-8.18,-0.23,-8.41,103.0,111.8,-8.8,91.8,0.274,0.231,0.519,0.479,14.1,27.1,0.204,0.52,13.2,71.4,0.225,0,2013,0,0,0,0,0,East,4.087999999999997,25.0,106.7,113.0,-6.3,0.544,7.1,22.9,16.1,0.468,0.382,15.1,0.25,0.2,1.0,30.0,29.0,29.0,26.0,29.0,25.0,12.0,24.0,17.0,21.0,13.0,17.0,29.0,27.0,30.0,29.0,24.0,24.0,29.0
Philadelphia 76ers,23.4,19.0,63.0,16,66,-10.45,-0.21,-10.66,99.4,109.9,-10.5,99.2,0.268,0.258,0.51,0.475,14.8,24.8,0.19,0.524,14.9,72.4,0.244,0,2013,0,0,0,0,0,East,5.387999999999998,30.0,97.6,109.5,-11.9,0.512,7.0,21.7,16.8,0.471,0.37,16.9,0.412,0.143,0.0,29.0,30.0,30.0,30.0,30.0,30.0,29.0,29.0,28.0,23.0,25.0,2.0,23.0,29.0,26.0,24.0,29.0,27.0,24.0
Golden State Warriors,26.6,67.0,15.0,65,17,10.1,-0.09,10.01,111.6,101.4,10.2,98.3,0.239,0.311,0.571,0.54,13.1,24.1,0.184,0.47,14.3,74.5,0.217,1,2014,0,0,0,0,1,West,2.187999999999996,16.0,109.8,99.7,10.0,0.568,10.8,27.5,14.5,0.428,0.337,16.3,0.742,0.806,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,6.0,1.0,1.0,1.0,6.0,10.0,1.0,5.0
LA Clippers,28.8,56.0,26.0,58,24,6.59,0.22,6.8,112.4,105.5,6.9,94.7,0.303,0.322,0.565,0.533,11.6,22.8,0.215,0.493,13.2,75.7,0.231,1,2014,0,0,0,1,2,West,0.012000000000004,1.0,,,,,,,,,,,,,,3.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,15.0,,,,
San Antonio Spurs,29.8,55.0,27.0,58,24,6.2,0.14,6.34,108.5,102.0,6.5,93.8,0.256,0.269,0.555,0.517,13.1,23.4,0.2,0.484,13.3,77.3,0.19,1,2014,1,1,1,0,1,West,1.012000000000004,9.0,110.5,99.5,11.0,0.577,8.6,25.4,14.6,0.444,0.36,14.8,0.5,0.724,1.0,5.0,3.0,3.0,7.0,3.0,5.0,1.0,1.0,1.0,11.0,3.0,15.0,13.0,3.0,2.0,4.0,11.0,12.0,23.0
Atlanta Hawks,27.8,60.0,22.0,56,26,5.43,-0.68,4.75,108.9,103.1,5.8,93.9,0.259,0.321,0.563,0.527,13.5,21.4,0.201,0.492,14.9,73.4,0.185,1,2014,0,0,0,0,0,East,0.987999999999996,8.0,104.2,101.5,2.6,0.55,10.5,27.2,15.0,0.439,0.341,16.9,0.707,0.607,1.0,2.0,4.0,4.0,6.0,4.0,3.0,10.0,7.0,6.0,4.0,2.0,3.0,2.0,8.0,6.0,11.0,16.0,6.0,7.0
Cleveland Cavaliers,26.9,53.0,29.0,53,29,4.48,-0.4,4.08,111.1,106.3,4.8,92.3,0.287,0.334,0.557,0.52,13.4,26.8,0.216,0.502,12.6,74.7,0.177,1,2014,0,0,0,0,0,East,1.887999999999998,14.0,108.9,102.0,6.9,0.57,10.8,23.6,15.2,0.456,0.343,14.2,0.606,0.741,0.0,7.0,5.0,6.0,3.0,5.0,4.0,3.0,3.0,2.0,2.0,8.0,21.0,6.0,2.0,18.0,12.0,18.0,19.0,9.0
Portland Trail Blazers,27.0,51.0,31.0,53,29,4.23,0.18,4.41,108.2,103.7,4.5,94.2,0.225,0.316,0.544,0.508,12.6,24.2,0.18,0.476,11.3,76.2,0.182,1,2014,0,0,0,0,2,West,1.7879999999999967,12.0,106.8,104.5,2.3,0.552,10.3,22.9,14.2,0.439,0.338,12.7,0.545,0.517,1.0,8.0,6.0,5.0,8.0,6.0,9.0,5.0,11.0,5.0,5.0,11.0,29.0,10.0,15.0,10.0,19.0,5.0,6.0,6.0
Houston Rockets,27.6,56.0,26.0,50,32,3.44,0.38,3.82,107.0,103.4,3.6,96.5,0.312,0.392,0.548,0.512,15.0,26.8,0.223,0.486,14.6,72.9,0.208,1,2014,0,0,0,1,2,West,1.1879999999999953,11.0,105.0,100.8,4.2,0.555,11.6,22.6,17.0,0.443,0.322,16.7,0.595,0.69,1.0,3.0,7.0,7.0,12.0,7.0,8.0,9.0,5.0,4.0,1.0,16.0,5.0,7.0,4.0,8.0,10.0,27.0,11.0,1.0
Memphis Grizzlies,29.6,55.0,27.0,50,32,3.24,0.38,3.62,105.7,102.2,3.5,92.0,0.276,0.184,0.531,0.489,12.6,24.7,0.214,0.492,14.5,75.3,0.183,1,2014,0,0,0,0,0,West,0.8120000000000047,7.0,100.2,99.4,0.8,0.522,5.5,23.1,14.2,0.442,0.351,16.3,0.682,0.552,1.0,5.0,8.0,8.0,13.0,8.0,18.0,21.0,12.0,19.0,28.0,9.0,6.0,3.0,13.0,3.0,2.0,5.0,10.0,17.0
Toronto Raptors,26.1,49.0,33.0,49,33,3.07,-0.62,2.45,111.0,107.7,3.3,92.8,0.295,0.302,0.553,0.508,12.0,25.6,0.232,0.506,13.4,73.3,0.208,1,2014,0,0,0,0,0,East,2.687999999999996,18.0,106.4,105.8,0.7,0.549,9.4,22.0,13.7,0.459,0.346,15.3,0.512,0.448,1.0,11.0,9.0,12.0,4.0,9.0,6.0,6.0,14.0,7.0,6.0,20.0,12.0,12.0,18.0,24.0,23.0,3.0,25.0,12.0
Chicago Bulls,28.8,50.0,32.0,50,32,3.0,-0.46,2.54,107.5,104.3,3.2,92.8,0.304,0.269,0.536,0.489,12.9,27.0,0.238,0.473,11.3,74.4,0.182,1,2014,0,0,0,1,1,East,0.012000000000004,1.0,103.0,100.5,2.5,0.531,8.3,22.9,14.7,0.435,0.335,12.9,0.66,0.571,1.0,9.0,10.0,10.0,11.0,10.0,14.0,14.0,9.0,15.0,12.0,11.0,28.0,4.0,11.0,11.0,9.0,14.0,3.0,2.0
Dallas Mavericks,29.9,50.0,32.0,49,33,2.9,0.46,3.36,109.5,106.4,3.1,95.2,0.262,0.296,0.55,0.515,11.9,23.6,0.197,0.503,14.7,72.2,0.204,1,2014,0,0,0,0,0,West,1.112000000000002,10.0,102.8,105.2,-2.5,0.538,9.2,23.1,13.3,0.45,0.364,16.8,0.65,0.519,1.0,9.0,11.0,9.0,5.0,11.0,7.0,16.0,20.0,11.0,7.0,9.0,4.0,5.0,14.0,19.0,21.0,2.0,15.0,26.0
Oklahoma City Thunder,25.4,45.0,37.0,47,35,2.18,0.28,2.47,107.8,105.5,2.3,95.7,0.284,0.262,0.532,0.492,13.1,28.9,0.214,0.489,12.4,75.6,0.213,0,2014,1,0,0,1,1,West,3.387999999999998,23.0,107.8,107.0,0.8,0.539,7.9,21.0,15.1,0.44,0.343,14.0,0.452,0.586,1.0,13.0,12.0,11.0,10.0,12.0,17.0,4.0,12.0,10.0,16.0,27.0,22.0,18.0,10.0,15.0,26.0,17.0,8.0,9.0
New Orleans Pelicans,25.3,45.0,37.0,43,39,0.79,0.34,1.13,108.2,107.3,0.9,91.4,0.263,0.233,0.537,0.501,12.5,27.1,0.198,0.496,11.7,75.1,0.195,1,2014,0,0,0,0,0,West,3.487999999999996,24.0,105.2,102.8,2.4,0.547,7.7,23.7,14.3,0.456,0.335,13.2,0.523,0.621,0.0,13.0,13.0,13.0,8.0,13.0,12.0,7.0,10.0,9.0,18.0,7.0,27.0,11.0,7.0,22.0,17.0,9.0,19.0,2.0
Washington Wizards,28.6,46.0,36.0,43,39,0.72,-0.55,0.17,103.7,103.0,0.7,93.7,0.259,0.203,0.534,0.499,14.0,24.9,0.192,0.481,12.9,77.3,0.21,1,2014,0,0,0,0,0,East,0.1879999999999952,3.0,98.6,99.9,-1.3,0.518,6.3,25.1,15.7,0.433,0.349,14.6,0.5,0.464,1.0,12.0,14.0,15.0,22.0,14.0,16.0,24.0,17.0,20.0,26.0,4.0,18.0,13.0,17.0,5.0,7.0,21.0,2.0,14.0
Milwaukee Bucks,24.6,41.0,41.0,42,40,0.43,-0.52,-0.09,102.7,102.2,0.5,94.1,0.258,0.223,0.536,0.499,15.5,25.4,0.195,0.487,15.9,73.3,0.221,1,2014,0,0,0,0,0,East,4.187999999999995,26.0,97.5,99.4,-1.8,0.516,6.9,24.6,17.5,0.437,0.342,18.1,0.465,0.379,0.0,15.0,15.0,16.0,26.0,15.0,14.0,25.0,19.0,22.0,23.0,6.0,1.0,17.0,20.0,3.0,2.0,28.0,5.0,8.0
Indiana Pacers,28.3,38.0,44.0,42,40,0.28,-0.51,-0.23,103.5,103.2,0.3,93.2,0.266,0.255,0.523,0.484,13.1,24.0,0.201,0.478,12.0,77.9,0.217,0,2014,1,0,0,0,1,East,0.487999999999996,6.0,103.9,99.6,4.2,0.537,7.9,22.7,14.8,0.435,0.345,13.5,0.479,0.607,1.0,18.0,16.0,17.0,23.0,16.0,22.0,11.0,5.0,12.0,16.0,15.0,23.0,15.0,8.0,7.0,5.0,15.0,3.0,11.0
Utah Jazz,23.4,38.0,44.0,42,40,0.22,0.49,0.71,105.1,104.9,0.2,90.4,0.297,0.274,0.531,0.494,14.6,29.1,0.214,0.491,12.8,76.3,0.199,0,2014,0,0,0,0,0,West,5.387999999999998,29.0,101.8,94.8,6.9,0.528,8.1,21.8,16.8,0.446,0.362,14.4,0.415,0.655,0.0,18.0,17.0,14.0,17.0,17.0,18.0,18.0,3.0,16.0,15.0,21.0,20.0,22.0,5.0,14.0,1.0,25.0,13.0,24.0
Boston Celtics,25.0,40.0,42.0,41,41,0.16,-0.56,-0.4,104.7,104.5,0.2,95.8,0.233,0.28,0.523,0.489,12.5,24.7,0.176,0.494,13.7,75.0,0.208,1,2014,0,0,0,0,0,East,3.7879999999999967,25.0,102.9,100.3,2.6,0.523,8.2,25.1,14.2,0.45,0.336,15.5,0.444,0.645,0.0,16.0,18.0,19.0,18.0,17.0,22.0,15.0,7.0,18.0,13.0,4.0,11.0,19.0,6.0,12.0,8.0,5.0,15.0,4.0
Phoenix Suns,25.7,39.0,43.0,38,44,-0.9,0.52,-0.38,105.3,106.2,-0.9,96.3,0.251,0.291,0.537,0.501,13.7,24.5,0.191,0.497,14.0,73.5,0.221,0,2014,0,0,0,0,0,West,3.0879999999999974,22.0,97.1,102.2,-5.0,0.506,8.7,20.6,15.4,0.452,0.352,15.8,0.468,0.357,0.0,17.0,19.0,18.0,14.0,19.0,12.0,27.0,25.0,26.0,9.0,29.0,9.0,16.0,23.0,17.0,14.0,19.0,17.0,18.0
Detroit Pistons,25.9,32.0,50.0,38,44,-1.0,-0.39,-1.39,105.3,106.4,-1.1,92.8,0.261,0.29,0.515,0.482,12.3,27.7,0.184,0.502,13.2,75.0,0.192,0,2014,0,0,0,0,0,East,2.887999999999998,21.0,103.1,104.4,-1.3,0.516,9.1,22.9,14.2,0.456,0.355,14.8,0.375,0.393,0.0,23.0,20.0,20.0,14.0,20.0,26.0,13.0,17.0,22.0,8.0,11.0,15.0,24.0,19.0,19.0,18.0,5.0,19.0,20.0
Miami Heat,28.5,37.0,45.0,33,49,-2.6,-0.32,-2.92,103.9,106.7,-2.8,90.9,0.306,0.262,0.54,0.5,14.5,23.2,0.227,0.505,14.2,73.4,0.213,0,2014,1,1,0,1,1,East,0.2879999999999967,5.0,101.5,102.4,-0.9,0.537,7.4,21.6,16.1,0.454,0.353,16.1,0.575,0.5,1.0,21.0,21.0,21.0,21.0,21.0,11.0,19.0,16.0,12.0,19.0,24.0,8.0,8.0,16.0,21.0,15.0,24.0,18.0,19.0
Brooklyn Nets,28.6,38.0,44.0,33,49,-2.88,-0.25,-3.13,104.4,107.4,-3.0,92.7,0.267,0.24,0.529,0.491,13.0,23.9,0.2,0.506,12.9,73.7,0.185,1,2014,0,0,0,0,0,East,0.1879999999999952,3.0,105.1,105.6,-0.4,0.535,7.0,22.1,14.6,0.456,0.358,14.6,0.571,0.567,1.0,18.0,22.0,24.0,20.0,22.0,20.0,8.0,15.0,14.0,22.0,19.0,18.0,9.0,12.0,23.0,22.0,11.0,19.0,22.0
Charlotte Hornets,26.0,33.0,49.0,32,50,-3.17,-0.27,-3.44,100.1,103.5,-3.4,93.0,0.269,0.226,0.498,0.456,11.2,22.1,0.202,0.487,12.0,79.3,0.188,0,2014,0,0,0,0,0,East,2.7879999999999967,19.0,97.5,102.0,-4.6,0.499,6.4,21.3,12.6,0.44,0.357,13.3,0.415,0.367,1.0,22.0,23.0,25.0,28.0,23.0,29.0,25.0,23.0,27.0,25.0,25.0,25.0,22.0,21.0,9.0,12.0,1.0,8.0,21.0
