TEAM_NAME,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Offense Four Factors_eFG%,Offense Four Factors_TOV%,Offense Four Factors_ORB%,Offense Four Factors_FT/FGA,Defense Four Factors_eFG%,Defense Four Factors_TOV%,Defense Four Factors_DRB%,Defense Four Factors_FT/FGA,Is_Playoff,Season_Year,Target_Top4,Target_Top2,Target_Champ,Has_Top5_MVP,All_NBA_Count,Conference,Age_Diff,Age_Rank,Post_ORtg,Post_DRtg,Post_NRtg,Post_TS_PCT,Team_3PM_per100,Team_AST_per100,Team_TOV_per100,Opp_FG_PCT,Opp_FG3_PCT,Opp_TOV_forced,Clutch_Win_PCT,Post_AllStar_Win_PCT,Prev_Year_Playoff_Round,Playoff_Ready_Players,Team_Total_VORP,Team_Avg_OBPM,Team_Avg_DBPM,Playoff_Core_VORP_Share,Core_Fatigue_MP,Bench_Tactical_BPM,Diff_PTS,Diff_eFG,Diff_REB,Diff_TOV,Elo_Score,Age_Diff_Rank,W_Rank,SRS_Rank,NRtg_Rank,ORtg_Rank,DRtg_Rank,MOV_Rank,TS%_Rank,Team_Total_VORP_Rank,Team_Avg_OBPM_Rank,Team_Avg_DBPM_Rank,Playoff_Core_VORP_Share_Rank,Bench_Tactical_BPM_Rank,Core_Fatigue_MP_Rank,Elo_Score_Rank,Diff_PTS_Rank,Diff_eFG_Rank,Diff_REB_Rank,Diff_TOV_Rank,Elite_Defense_Flag,Two_Way_Score,Two_Way_Rank,eFG_Diff,eFG_Diff_Rank,Superstar_Impact_Score,Superstar_Impact_Rank,Conf_Seed,Dynasty_Cluster,Is_Dynasty_Profile
Utah Jazz,27.3,50.0,32.0,54,28,5.26,0.03,5.28,110.9,105.7,5.2,100.3,0.295,0.394,0.572,0.538,13.4,22.9,0.217,0.507,12.4,80.3,0.189,1,2018,0,0,0,0,0,West,1.487999999999996,5.0,113.3,102.8,10.6,0.59,12.0,25.7,14.9,0.452,0.355,13.7,0.455,0.72,1,12.0,14.6,-0.442,1.35,0.89,11439.0,-0.367,4.3048780487804805,0.0194232067549247,1.646341463414636,-0.2317073170731713,1612.1268292682928,5.0,8.0,4.0,4.0,15.0,2.0,4.0,7.0,5.0,12.0,1.0,28.0,4.0,21.0,5.0,5.0,7.0,7.0,13.0,1,17.0,5.0,0.031000000000000028,4.0,14.6,10.0,5.0,0,1
Oklahoma City Thunder,25.7,49.0,33.0,50,32,3.4,0.15,3.56,110.3,107.0,3.3,102.8,0.266,0.347,0.545,0.514,11.7,26.0,0.19,0.523,14.4,78.2,0.206,1,2018,0,0,0,1,2,West,3.0879999999999974,19.0,105.9,107.2,-1.2,0.53,10.9,22.4,13.4,0.46,0.356,16.0,0.478,0.48,1,12.0,14.0,-0.45,0.467,1.021,12440.0,-0.767,3.41463414634147,-0.011160157640485,2.902439024390248,-2.036585365853657,1582.668292682927,19.0,9.0,9.0,10.0,17.0,4.0,9.0,25.0,6.0,13.0,8.0,18.0,8.0,29.0,9.0,7.0,20.0,2.0,3.0,1,21.0,9.0,-0.009000000000000008,19.0,19.0,3.0,6.0,0,1
San Antonio Spurs,28.8,48.0,34.0,45,37,1.68,0.12,1.8,112.9,111.2,1.7,98.3,0.237,0.286,0.572,0.534,11.0,21.0,0.194,0.528,11.0,79.4,0.17,1,2018,0,0,0,0,1,West,0.012000000000004007,1.0,110.5,105.9,4.7,0.564,9.9,24.7,12.2,0.463,0.359,12.2,0.6,0.652,1,13.0,12.6,-0.646,0.685,1.008,10197.0,-1.1,2.8902439024390247,-2.5404013513363743e-05,1.6951219512195124,-0.9390243902439028,1552.6097560975609,1.0,11.0,12.0,12.0,7.0,19.0,12.0,7.0,10.0,20.0,4.0,19.0,12.0,10.0,12.0,8.0,15.0,6.0,8.0,0,26.0,12.0,0.006000000000000005,13.0,13.6,12.0,7.0,0,1
LA Clippers,27.2,48.0,34.0,43,39,0.85,0.23,1.09,112.4,111.5,0.9,101.7,0.326,0.295,0.575,0.529,12.7,22.0,0.258,0.514,11.4,76.0,0.224,1,2018,0,0,0,0,0,West,1.5879999999999974,7.0,111.0,109.2,1.8,0.579,9.7,23.2,14.1,0.457,0.343,12.8,0.628,0.696,0,15.0,8.3,-0.58,-0.107,1.084,9849.0,-0.367,0.0365853658536536,0.0075972159330494,0.2560975609756042,0.609756097560977,1541.9597560975608,7.0,11.0,13.0,13.0,9.0,20.0,13.0,5.0,20.0,17.0,17.0,9.0,4.0,7.0,13.0,18.0,11.0,16.0,22.0,0,29.0,13.0,0.015000000000000013,8.0,8.3,20.0,7.0,0,1
Sacramento Kings,24.8,39.0,43.0,38,44,-1.12,0.31,-0.81,110.4,111.5,-1.1,103.1,0.244,0.321,0.554,0.524,11.5,23.1,0.177,0.533,13.6,75.5,0.207,0,2018,0,0,0,0,0,West,3.987999999999996,27.0,109.9,110.9,-1.0,0.551,10.8,24.4,12.8,0.466,0.348,15.3,0.49,0.36,0,12.0,1.9,-1.15,-0.475,2.158,9884.0,-2.5,-6.987804878048777,-0.0396484545239772,-2.853658536585364,-0.609756097560977,1480.5329268292683,27.0,17.0,18.0,18.0,16.0,20.0,19.0,18.0,28.0,26.0,24.0,3.0,27.0,8.0,18.0,28.0,29.0,27.0,11.0,0,36.0,21.0,-0.009000000000000008,19.0,1.9,28.0,9.0,0,1
Los Angeles Lakers,26.2,37.0,45.0,37,45,-1.72,0.39,-1.33,107.8,109.5,-1.7,103.2,0.257,0.342,0.554,0.527,13.4,22.2,0.18,0.516,12.2,76.4,0.192,0,2018,0,0,0,0,0,West,2.5879999999999974,16.0,105.0,108.7,-3.7,0.55,9.9,24.6,15.0,0.452,0.349,13.7,0.488,0.36,0,11.0,6.9,-0.936,-0.1,1.058,10804.0,-2.367,-1.5487804878048763,0.0017278196321623,1.5609756097560918,1.52439024390244,1465.4158536585364,16.0,20.0,23.0,23.0,24.0,12.0,23.0,18.0,22.0,24.0,16.0,11.0,23.0,15.0,21.0,21.0,14.0,9.0,27.0,0,36.0,21.0,0.01100000000000001,11.0,6.9,22.0,10.0,0,1
Minnesota Timberwolves,26.2,36.0,46.0,37,45,-1.5,0.48,-1.02,111.4,112.9,-1.5,100.2,0.267,0.315,0.552,0.511,11.4,24.6,0.21,0.538,12.9,74.9,0.19,0,2018,0,0,0,0,2,West,2.5879999999999974,16.0,108.6,113.8,-5.2,0.557,9.9,24.2,12.9,0.467,0.378,14.5,0.422,0.36,1,9.0,13.5,0.956,-0.322,1.03,13098.0,-2.45,2.231707317073173,-0.0161500825862077,0.1463414634146289,-2.634146341463415,1466.4073170731708,16.0,21.0,20.0,22.0,11.0,24.0,22.0,21.0,8.0,1.0,20.0,17.0,24.0,30.0,20.0,10.0,23.0,17.0,1.0,0,35.0,20.0,-0.027000000000000024,26.0,15.5,7.0,11.0,0,1
New Orleans Pelicans,25.7,33.0,49.0,38,44,-1.33,0.23,-1.1,111.4,112.6,-1.2,103.3,0.254,0.324,0.563,0.529,12.6,24.1,0.193,0.532,11.6,76.8,0.193,0,2018,0,0,0,1,1,West,3.0879999999999974,19.0,104.5,111.3,-6.8,0.546,9.8,25.9,14.2,0.466,0.364,13.0,0.378,0.304,1,11.0,12.5,-0.227,0.064,1.048,11921.0,-2.667,1.3048780487804803,0.0274660503365494,-1.1585365853658516,0.4512195121951219,1454.2317073170732,19.0,22.0,21.0,20.0,11.0,23.0,21.0,12.0,11.0,8.0,13.0,13.0,29.0,26.0,23.0,13.0,5.0,21.0,21.0,0,34.0,19.0,-0.0030000000000000027,17.0,16.5,6.0,12.0,0,1
Dallas Mavericks,26.9,33.0,49.0,38,44,-1.28,0.42,-0.87,109.4,110.7,-1.3,99.0,0.291,0.422,0.555,0.519,12.7,22.7,0.216,0.522,11.6,77.5,0.191,0,2018,0,0,0,0,0,West,1.8879999999999981,10.0,108.0,111.8,-3.8,0.551,12.4,23.3,14.2,0.459,0.344,13.0,0.435,0.28,0,13.0,7.5,-0.9,0.215,1.0,10996.0,-1.133,-3.036585365853668,-0.0183856106918146,-4.5,-1.451219512195122,1457.6817073170732,10.0,22.0,19.0,21.0,20.0,17.0,20.0,16.0,21.0,23.0,11.0,20.0,13.0,17.0,22.0,22.0,24.0,30.0,5.0,0,37.0,24.0,-0.0030000000000000027,17.0,7.5,21.0,12.0,0,1
Memphis Grizzlies,27.7,33.0,49.0,34,48,-2.6,0.51,-2.08,106.1,108.8,-2.7,96.6,0.272,0.342,0.548,0.508,12.9,20.0,0.21,0.521,13.9,77.6,0.232,0,2018,0,0,0,0,0,West,1.0879999999999974,4.0,108.1,109.2,-1.1,0.558,10.1,24.4,14.3,0.451,0.36,15.5,0.404,0.435,0,15.0,2.4,-1.067,-0.647,2.667,9568.0,-2.5,-6.207317073170728,-0.0301520795798939,-1.9756097560975616,0.1951219512195123,1439.5317073170731,4.0,22.0,24.0,24.0,27.0,9.0,24.0,24.0,27.0,25.0,27.0,2.0,27.0,3.0,24.0,27.0,27.0,24.0,15.0,1,36.0,21.0,-0.013000000000000012,21.0,2.4,27.0,12.0,0,1
Phoenix Suns,24.0,19.0,63.0,19,63,-9.34,0.73,-8.61,105.9,115.1,-9.2,100.5,0.259,0.335,0.552,0.514,13.8,20.5,0.202,0.545,13.5,72.5,0.236,0,2018,0,0,0,0,0,West,4.787999999999997,28.0,106.6,112.9,-6.3,0.563,9.4,23.4,15.3,0.482,0.372,15.4,0.364,0.348,0,14.0,-0.6,-1.25,-0.729,-5.5,9693.0,-2.767,-9.365853658536594,-0.0368300539080999,-1.743902439024389,2.329268292682926,1290.3621951219511,28.0,28.0,28.0,28.0,28.0,29.0,29.0,21.0,30.0,27.0,30.0,30.0,30.0,5.0,28.0,30.0,28.0,23.0,29.0,0,57.0,30.0,-0.031000000000000028,27.0,-0.6,30.0,15.0,0,1
Toronto Raptors,25.8,59.0,23.0,60,22,7.78,-0.49,7.29,113.8,105.9,7.9,97.4,0.25,0.377,0.575,0.539,12.1,23.0,0.198,0.501,13.0,77.7,0.212,1,2017,0,0,0,0,0,East,2.987999999999996,20.0,111.5,105.1,6.4,0.58,11.9,24.6,13.5,0.449,0.357,14.5,0.568,0.72,1,14.0,13.6,-0.271,0.529,0.919,10815.0,-0.433,4.207317073170742,0.0097558164123345,1.1829268292682968,-1.9390243902439028,1675.2036585365852,20.0,2.0,2.0,2.0,2.0,5.0,2.0,4.0,6.0,9.0,5.0,27.0,7.0,13.0,2.0,5.0,10.0,8.0,2.0,1,7.0,1.0,0.038000000000000034,3.0,13.6,9.0,1.0,0,1
Boston Celtics,24.7,55.0,27.0,51,31,3.59,-0.35,3.23,107.6,103.9,3.7,96.0,0.243,0.357,0.552,0.518,12.9,21.5,0.188,0.495,13.0,78.4,0.191,1,2017,1,0,0,1,1,East,4.087999999999997,27.0,107.4,103.3,4.1,0.562,11.8,23.1,14.4,0.44,0.339,14.5,0.63,0.652,1,12.0,12.8,-0.158,-0.083,1.047,11331.0,-2.067,2.6341463414634205,0.021843464137269,-2.5731707317073216,-0.6463414634146343,1599.669512195122,27.0,4.0,7.0,6.0,18.0,1.0,6.0,14.0,8.0,6.0,15.0,18.0,19.0,20.0,5.0,8.0,7.0,27.0,12.0,1,19.0,7.0,0.02300000000000002,6.0,16.8,5.0,2.0,0,1
Philadelphia 76ers,25.8,52.0,30.0,53,29,4.5,-0.2,4.3,109.5,105.0,4.5,99.8,0.263,0.344,0.568,0.535,14.6,25.3,0.198,0.492,12.6,78.6,0.218,1,2017,0,0,0,0,0,East,2.987999999999996,20.0,111.5,100.8,10.7,0.58,10.9,26.8,16.3,0.434,0.342,14.1,0.578,0.815,0,11.0,1.4,-1.291,-0.082,2.5,10236.0,-2.933,-5.69512195121952,-0.0115776705309854,-2.1341463414634134,1.52439024390244,1604.7439024390244,20.0,5.0,5.0,4.0,11.0,4.0,4.0,8.0,29.0,29.0,14.0,3.0,26.0,6.0,4.0,27.0,18.0,24.0,28.0,1,15.0,4.0,0.04300000000000004,2.0,1.4,29.0,3.0,-1,0
Cleveland Cavaliers,30.6,50.0,32.0,43,39,0.94,-0.35,0.59,112.9,111.9,1.0,98.0,0.275,0.379,0.584,0.547,12.6,20.1,0.214,0.54,12.2,77.3,0.166,1,2017,1,1,0,1,1,East,1.8120000000000047,9.0,111.6,109.0,2.7,0.579,12.1,23.6,13.9,0.474,0.368,13.6,0.667,0.615,1,14.0,13.6,0.221,-0.621,1.066,11477.0,-2.2,3.182926829268297,0.0305632243753848,-0.4756097560975618,1.0731707317073162,1541.7768292682927,9.0,6.0,14.0,14.0,5.0,29.0,14.0,3.0,6.0,4.0,26.0,17.0,21.0,22.0,14.0,7.0,5.0,19.0,25.0,0,34.0,20.0,0.007000000000000006,10.0,17.6,4.0,4.0,0,1
Indiana Pacers,26.2,48.0,34.0,45,37,1.38,-0.2,1.18,109.5,108.1,1.4,96.0,0.222,0.284,0.557,0.525,12.3,22.7,0.173,0.527,14.2,76.2,0.174,1,2017,0,0,0,0,0,East,2.5879999999999974,16.0,104.1,103.7,0.5,0.535,9.3,22.8,13.6,0.465,0.349,15.9,0.591,0.625,1,12.0,10.0,-0.617,-0.25,1.14,12122.0,-2.9,-0.2195121951219505,0.0051550525999536,-2.268292682926827,-1.1585365853658534,1543.309756097561,16.0,8.0,13.0,12.0,11.0,13.0,12.0,13.0,16.0,15.0,18.0,11.0,25.0,27.0,12.0,17.0,12.0,25.0,6.0,0,24.0,10.0,-0.0020000000000000018,16.0,10.0,17.0,5.0,0,1
Miami Heat,26.5,44.0,38.0,42,40,0.48,-0.33,0.15,106.8,106.3,0.5,95.6,0.229,0.358,0.551,0.52,13.3,21.5,0.173,0.507,13.1,79.0,0.215,1,2017,0,0,0,0,0,East,2.2879999999999967,13.0,107.7,103.0,4.7,0.552,11.3,23.3,14.8,0.45,0.36,14.5,0.547,0.583,0,13.0,11.1,-0.815,0.3,1.009,11201.0,-1.633,1.060975609756099,0.0159748452524391,0.0365853658536607,-0.2317073170731696,1513.2256097560976,13.0,15.0,16.0,16.0,22.0,7.0,16.0,15.0,12.0,18.0,10.0,21.0,13.0,19.0,16.0,10.0,8.0,15.0,15.0,1,29.0,14.0,0.013000000000000012,8.0,11.1,12.0,6.0,0,1
Milwaukee Bucks,25.9,44.0,38.0,40,42,-0.3,-0.15,-0.45,109.8,110.1,-0.3,96.3,0.281,0.297,0.571,0.531,12.9,20.4,0.22,0.528,14.2,75.9,0.22,1,2017,0,0,0,0,1,East,2.887999999999998,18.0,108.9,109.5,-0.6,0.572,9.0,23.8,14.2,0.468,0.372,16.0,0.553,0.48,1,13.0,10.0,-0.408,-0.331,1.15,10972.0,-1.767,-0.1829268292682968,0.0090155575466068,-2.0487804878048763,-0.7317073170731714,1504.2256097560976,18.0,15.0,20.0,20.0,9.0,18.0,20.0,6.0,16.0,11.0,22.0,10.0,14.0,16.0,18.0,16.0,11.0,23.0,11.0,0,27.0,12.0,0.0030000000000000027,12.0,11.0,13.0,6.0,0,1
Washington Wizards,26.9,43.0,39.0,43,39,0.59,-0.06,0.53,109.3,108.7,0.6,96.6,0.254,0.31,0.56,0.525,13.3,23.5,0.196,0.522,13.6,77.1,0.212,1,2017,0,0,0,0,1,East,1.8879999999999981,10.0,106.4,108.3,-1.9,0.56,10.1,25.5,14.8,0.462,0.349,15.1,0.467,0.4,1,14.0,12.1,-0.65,-0.264,1.083,13055.0,-2.033,1.8048780487804947,0.0036920017826287,-0.1829268292682968,-1.1585365853658551,1515.2670731707317,10.0,17.0,15.0,15.0,14.0,15.0,15.0,12.0,9.0,16.0,19.0,15.0,18.0,30.0,15.0,9.0,13.0,17.0,5.0,0,29.0,14.0,0.0030000000000000027,12.0,13.1,10.0,8.0,0,1
Detroit Pistons,25.9,39.0,43.0,41,41,-0.15,-0.11,-0.26,107.2,107.3,-0.1,96.2,0.227,0.333,0.543,0.512,12.3,22.7,0.169,0.524,13.7,78.5,0.172,0,2017,0,0,0,0,0,East,2.887999999999998,18.0,105.4,104.5,1.0,0.541,11.1,23.4,13.8,0.459,0.359,15.2,0.463,0.44,0,13.0,8.6,-0.685,0.292,0.988,12025.0,-0.1,-1.121951219512198,-0.0263347946950728,2.792682926829265,-0.8902439024390247,1488.7829268292683,18.0,19.0,19.0,19.0,19.0,10.0,19.0,25.0,20.0,17.0,11.0,24.0,4.0,26.0,19.0,21.0,27.0,5.0,9.0,1,29.0,14.0,-0.01200000000000001,20.0,8.6,20.0,9.0,0,1
Charlotte Hornets,26.6,36.0,46.0,42,40,0.26,-0.19,0.07,109.4,109.1,0.3,98.4,0.312,0.314,0.549,0.508,11.4,22.2,0.233,0.532,12.4,80.7,0.165,0,2017,0,0,0,0,0,East,2.1879999999999953,12.0,111.7,109.6,2.1,0.574,10.1,21.7,12.8,0.468,0.375,13.7,0.39,0.48,0,10.0,10.1,-0.25,-0.12,0.99,11954.0,-2.533,0.1951219512195194,-0.0234638817282518,-0.8170731707317103,-1.5731707317073162,1482.7573170731707,12.0,20.0,18.0,17.0,13.0,16.0,17.0,17.0,14.0,8.0,17.0,23.0,24.0,25.0,20.0,15.0,24.0,20.0,3.0,0,29.0,14.0,-0.02400000000000002,25.0,10.1,15.0,10.0,0,1
New York Knicks,26.3,29.0,53.0,32,50,-3.56,0.03,-3.53,107.1,110.7,-3.6,96.8,0.216,0.266,0.544,0.51,13.3,24.1,0.17,0.522,12.1,76.7,0.208,0,2017,0,0,0,0,0,East,2.487999999999996,15.0,105.3,112.8,-7.5,0.541,8.4,23.7,15.0,0.457,0.368,13.6,0.343,0.261,0,13.0,5.9,-0.823,-0.423,1.136,10882.0,-1.767,-3.670731707317074,-0.0157594537319932,0.4634146341463392,0.963414634146341,1403.1475609756096,15.0,22.0,23.0,23.0,20.0,23.0,23.0,23.0,24.0,19.0,24.0,13.0,14.0,14.0,22.0,24.0,22.0,12.0,24.0,0,43.0,24.0,-0.01200000000000001,20.0,5.9,24.0,11.0,0,1
Brooklyn Nets,25.1,28.0,54.0,31,51,-3.74,0.07,-3.67,106.9,110.6,-3.7,98.9,0.26,0.411,0.551,0.514,13.6,21.0,0.201,0.517,11.0,77.0,0.201,0,2017,0,0,0,0,0,East,3.6879999999999953,25.0,107.4,110.0,-2.6,0.571,12.6,23.6,15.1,0.466,0.369,12.3,0.38,0.391,0,15.0,2.7,-1.133,-0.373,1.963,9134.0,-1.367,-6.731707317073173,-0.0062168311360197,-3.256097560975604,3.2195121951219505,1397.389024390244,25.0,23.0,24.0,24.0,21.0,21.0,24.0,15.0,26.0,25.0,23.0,5.0,11.0,2.0,23.0,29.0,17.0,28.0,30.0,0,42.0,23.0,-0.0030000000000000027,17.0,2.7,26.0,12.0,0,1
Chicago Bulls,24.4,27.0,55.0,23,59,-7.04,0.2,-6.84,103.8,110.9,-7.1,98.3,0.216,0.35,0.529,0.497,12.6,20.6,0.164,0.542,12.4,80.6,0.184,0,2017,0,0,0,0,0,East,4.387999999999998,28.0,100.1,111.1,-11.1,0.522,11.1,23.6,14.1,0.472,0.37,13.6,0.512,0.28,1,12.0,10.1,-1.158,0.442,1.139,10394.0,-2.933,0.4268292682926784,-0.0203079239477391,3.109756097560976,0.1463414634146342,1346.180487804878,28.0,24.0,29.0,28.0,28.0,24.0,29.0,29.0,14.0,26.0,7.0,12.0,26.0,9.0,28.0,14.0,23.0,3.0,17.0,0,52.0,27.0,-0.04500000000000004,30.0,10.1,15.0,13.0,0,1
Orlando Magic,25.6,25.0,57.0,28,54,-4.82,-0.1,-4.92,105.2,110.1,-4.9,98.1,0.238,0.342,0.545,0.512,13.3,20.0,0.18,0.525,12.8,75.6,0.187,0,2017,0,0,0,0,0,East,3.1879999999999953,22.0,98.6,105.5,-6.9,0.524,10.4,23.7,14.7,0.468,0.362,14.4,0.341,0.28,0,12.0,1.7,-1.817,-0.45,2.588,10900.0,-3.267,-6.573170731707307,-0.0346645422914796,-2.3414634146341484,0.2682926829268286,1367.6634146341464,22.0,26.0,25.0,25.0,25.0,18.0,25.0,22.0,27.0,30.0,25.0,2.0,29.0,15.0,25.0,28.0,29.0,26.0,18.0,0,43.0,24.0,-0.013000000000000012,22.0,1.7,27.0,14.0,0,1
Atlanta Hawks,25.4,24.0,58.0,27,55,-5.45,0.15,-5.3,105.0,110.6,-5.6,98.3,0.236,0.363,0.547,0.512,14.1,21.1,0.185,0.536,13.6,76.2,0.183,0,2017,0,0,0,0,0,East,3.387999999999998,24.0,98.7,108.6,-9.9,0.536,11.3,24.0,15.7,0.469,0.377,15.3,0.386,0.261,1,13.0,8.8,-1.269,0.592,1.08,11144.0,-0.867,-0.853658536585371,-0.0025812960046632,0.4512195121951237,0.3902439024390247,1358.3048780487804,24.0,27.0,26.0,26.0,26.0,21.0,26.0,20.0,19.0,28.0,4.0,16.0,9.0,18.0,26.0,19.0,15.0,13.0,19.0,0,47.0,26.0,-0.02400000000000002,25.0,8.8,19.0,15.0,0,1
Houston Rockets,29.8,65.0,17.0,61,21,8.48,-0.27,8.21,114.7,106.1,8.6,97.6,0.298,0.502,0.59,0.551,12.7,21.3,0.233,0.521,13.4,79.9,0.171,1,2017,0,0,0,1,1,West,1.012000000000004,3.0,109.8,101.7,8.1,0.577,15.5,21.9,14.1,0.462,0.351,14.8,0.714,0.84,1,10.0,17.3,1.37,-0.1,0.908,12217.0,0.0,5.768292682926827,0.024053627918525,0.3048780487804876,0.0609756097560971,1710.9548780487805,3.0,1.0,1.0,1.0,1.0,6.0,1.0,2.0,3.0,1.0,16.0,28.0,3.0,28.0,1.0,3.0,6.0,14.0,16.0,1,7.0,1.0,0.030000000000000027,4.0,21.3,3.0,1.0,0,1
Golden State Warriors,28.8,58.0,24.0,56,26,5.98,-0.19,5.79,113.6,107.7,5.9,99.6,0.239,0.339,0.603,0.569,14.1,21.0,0.195,0.504,12.6,76.3,0.186,1,2017,1,1,1,0,2,West,0.012000000000004007,1.0,108.7,105.6,3.1,0.58,11.2,29.1,15.3,0.447,0.357,14.2,0.655,0.583,1,14.0,22.4,0.236,1.057,0.978,11826.0,-0.333,11.63414634146342,0.0787066381650186,0.9268292682926856,-0.7439024390243905,1649.0451219512195,1.0,3.0,3.0,3.0,3.0,11.0,3.0,1.0,1.0,3.0,1.0,26.0,6.0,24.0,3.0,1.0,1.0,9.0,10.0,1,14.0,3.0,0.06499999999999995,1.0,24.4,1.0,2.0,0,1
Portland Trail Blazers,25.6,49.0,33.0,48,34,2.6,0.0,2.6,109.1,106.4,2.7,96.5,0.24,0.324,0.549,0.511,12.3,23.3,0.192,0.503,11.7,79.1,0.193,1,2017,0,0,0,0,0,West,3.1879999999999953,22.0,107.7,102.2,5.5,0.545,10.6,20.0,13.9,0.447,0.364,13.0,0.556,0.708,1,12.0,8.3,-0.508,-0.292,1.181,11740.0,-2.367,-0.5243902439024453,0.0109587643769857,-0.3414634146341484,0.9024390243902438,1568.2682926829268,22.0,7.0,9.0,9.0,15.0,8.0,9.0,17.0,21.0,13.0,20.0,8.0,22.0,23.0,8.0,18.0,9.0,18.0,23.0,1,23.0,9.0,0.008000000000000007,9.0,8.3,21.0,3.0,0,1
Utah Jazz,26.7,48.0,34.0,53,29,4.3,0.17,4.47,108.4,103.9,4.5,95.7,0.26,0.357,0.564,0.527,13.7,21.5,0.202,0.506,14.0,79.8,0.19,1,2017,0,0,0,0,1,West,2.0879999999999974,11.0,106.9,96.0,10.8,0.568,11.2,23.1,15.2,0.449,0.365,15.4,0.552,0.75,1,14.0,15.0,-0.614,0.857,1.007,10668.0,-0.267,3.939024390243901,0.0335223705029253,3.036585365853661,1.5,1592.6597560975608,11.0,8.0,4.0,4.0,16.0,1.0,5.0,10.0,5.0,14.0,3.0,22.0,5.0,11.0,6.0,6.0,2.0,4.0,27.0,1,17.0,6.0,0.02100000000000002,7.0,16.0,6.0,4.0,0,1
Oklahoma City Thunder,27.3,48.0,34.0,50,32,3.41,0.0,3.42,110.7,107.2,3.5,96.7,0.275,0.345,0.546,0.514,12.4,27.7,0.197,0.525,14.7,77.4,0.193,1,2017,0,0,0,1,1,West,1.487999999999996,6.0,108.8,106.3,2.5,0.553,11.0,21.8,14.3,0.458,0.367,16.4,0.522,0.652,1,12.0,11.5,-0.883,-0.025,1.191,11421.0,-3.2,0.7560975609756042,-0.0125961300784325,5.975609756097562,1.2317073170731714,1576.9097560975608,6.0,8.0,6.0,7.0,7.0,9.0,7.0,21.0,11.0,21.0,13.0,7.0,28.0,21.0,7.0,11.0,20.0,1.0,26.0,1,16.0,5.0,-0.01100000000000001,19.0,15.5,7.0,4.0,0,1
New Orleans Pelicans,27.6,48.0,34.0,44,38,1.3,0.18,1.48,109.6,108.3,1.3,100.5,0.237,0.319,0.573,0.541,13.3,20.0,0.183,0.513,12.5,76.7,0.175,1,2017,0,0,0,0,0,West,1.1879999999999953,5.0,107.7,103.0,4.7,0.564,9.9,26.0,14.5,0.454,0.355,14.0,0.6,0.68,0,11.0,7.7,-1.009,0.464,1.156,10741.0,-3.4,-2.0975609756097526,-0.0049270700129047,-4.646341463414636,-1.0975609756097562,1547.809756097561,5.0,8.0,12.0,13.0,10.0,14.0,13.0,5.0,22.0,23.0,6.0,9.0,30.0,12.0,11.0,22.0,16.0,29.0,7.0,0,24.0,10.0,0.028000000000000025,5.0,7.7,22.0,4.0,0,1
San Antonio Spurs,29.3,47.0,35.0,49,33,2.89,0.0,2.89,107.9,104.8,3.1,95.0,0.245,0.282,0.543,0.507,12.2,23.7,0.189,0.507,13.2,78.6,0.17,1,2017,1,0,0,1,1,West,0.512000000000004,2.0,106.7,103.9,2.8,0.538,8.8,23.7,13.7,0.453,0.348,14.7,0.541,0.522,1,14.0,18.5,-0.35,0.95,0.903,9997.0,1.233,7.195121951219505,0.0330262280028959,2.414634146341463,-1.012195121951219,1565.301219512195,2.0,12.0,8.0,8.0,17.0,3.0,8.0,25.0,2.0,10.0,2.0,29.0,1.0,3.0,9.0,2.0,3.0,6.0,8.0,1,20.0,8.0,0.0,15.0,22.5,2.0,7.0,0,1
Minnesota Timberwolves,27.1,47.0,35.0,47,35,2.23,0.12,2.35,113.4,111.1,2.3,96.0,0.28,0.261,0.566,0.523,11.4,24.4,0.225,0.539,13.9,76.4,0.189,1,2017,0,0,0,0,0,West,1.6879999999999953,7.0,109.2,108.6,0.6,0.558,8.2,23.3,12.8,0.475,0.366,15.5,0.524,0.524,0,11.0,9.6,-0.236,-0.3,1.042,12949.0,-2.167,-1.1097560975609753,-0.0244782466012957,2.0,-0.2317073170731713,1557.2012195121952,7.0,12.0,10.0,10.0,4.0,27.0,10.0,9.0,18.0,7.0,21.0,19.0,20.0,29.0,10.0,20.0,25.0,7.0,14.0,0,31.0,18.0,-0.016000000000000014,23.0,9.6,18.0,7.0,0,1
Denver Nuggets,25.1,46.0,36.0,45,37,1.48,0.09,1.57,112.5,111.0,1.5,96.8,0.258,0.357,0.57,0.536,13.4,25.7,0.198,0.539,12.6,77.5,0.173,0,2017,0,0,0,0,0,West,3.6879999999999953,25.0,112.8,111.1,1.7,0.586,11.6,25.4,15.1,0.476,0.378,14.0,0.512,0.583,0,12.0,10.7,0.792,-0.683,0.981,10196.0,-0.733,0.5121951219512226,-0.0014170360013476,5.5731707317073145,2.97560975609756,1541.8426829268292,25.0,14.0,11.0,11.0,6.0,25.0,11.0,7.0,13.0,2.0,28.0,25.0,8.0,5.0,13.0,12.0,14.0,2.0,29.0,0,31.0,18.0,-0.0030000000000000027,17.0,10.7,14.0,9.0,0,1
